0.17625,0.199375,0.23,0.199375,0.203125,0.20375,0.211875,0.235,0.211875,0.205,0.18375,0.18875,0.196875,0.2025,0.216875,0.216875,0.200625,0.204375,0.206875,0.224375,0.225625,0.21625,0.218125,0.21875,0.209375,0.2225,0.210625,0.208125,0.21625,0.203125,0.190625,0.190625,0.209375,0.19625,0.21375,0.2075,0.191875,0.2,0.219375,0.220625,0.1925,0.224375,0.2575,0.249375,0.23,0.2175,0.1925,0.21625,0.214375,0.215625,0.2125,0.21,0.2025,0.209375,0.195,0.21125,0.210625,0.22625,0.231875,0.204375,0.21375,0.2125,0.229375,0.203125,0.186875,0.1875,0.19875,0.21125,0.20375,0.210625,0.249375,0.23125,0.206875,0.208125,0.20125,0.216875,0.225625,0.2075,0.206875,0.214375,0.20125,0.22625,0.216875,0.216875,0.2325,0.205625,0.186875,0.2025,0.20375,0.184375,0.1875,0.1825,0.190625,0.233125,0.229375,0.204375,0.20125,0.21375,0.215,0.211875,0.215,0.22125,0.224375,0.205625,0.19125,0.199375,0.20125,0.21625,0.24,0.214375,0.21625,0.22,0.1875,0.2,0.22,0.24,0.23,0.238125,0.22875,0.22,0.23625,0.215625,0.214375,0.245,0.2425,0.2175,0.21125,0.224375,0.23875,0.231875,0.210625,0.234375,0.22625,0.230625,0.2425,0.230625,0.235625,0.246875,0.23875,0.22,0.21625,0.198125,0.185,0.191875,0.20375,0.22,0.2175,0.1975,0.19375,0.20125,0.156875,0.168125,0.18,0.2
0.20125,0.19875,0.21375,0.2225,0.21875,0.219375,0.25625,0.23125,0.223125,0.195625,0.205,0.23125,0.23375,0.225625,0.23375,0.249375,0.22375,0.204375,0.223125,0.230625,0.219375,0.2225,0.223125,0.220625,0.22375,0.22125,0.22625,0.22875,0.2225,0.2275,0.226875,0.225,0.23125,0.194375,0.206875,0.21375,0.195,0.21,0.229375,0.218125,0.205625,0.24375,0.265625,0.266875,0.25375,0.215,0.20875,0.22875,0.219375,0.22875,0.231875,0.235,0.1975,0.204375,0.2175,0.21125,0.209375,0.22875,0.243125,0.235,0.215,0.218125,0.231875,0.218125,0.203125,0.22625,0.230625,0.229375,0.22875,0.238125,0.26125,0.260625,0.246875,0.24375,0.233125,0.245,0.261875,0.235625,0.24,0.22625,0.25375,0.2475,0.229375,0.228125,0.235625,0.214375,0.211875,0.225625,0.21375,0.19875,0.21,0.220625,0.21625,0.246875,0.244375,0.200625,0.21,0.24125,0.255625,0.22625,0.235625,0.2475,0.225,0.209375,0.225,0.205,0.20125,0.2175,0.241875,0.239375,0.2225,0.22875,0.203125,0.20625,0.230625,0.21375,0.186875,0.190625,0.21875,0.216875,0.2,0.18,0.19625,0.196875,0.178125,0.168125,0.188125,0.1925,0.213125,0.203125,0.18375,0.189375,0.16,0.191875,0.215,0.184375,0.178125,0.183125,0.200625,0.20875,0.198125,0.175,0.18875,0.220625,0.220625,0.226875,0.22125,0.225,0.21,0.18375,0.184375,0.170625,0.193125,0.206875
0.225,0.199375,0.180625,0.2,0.2325,0.221875,0.26,0.2475,0.201875,0.2,0.20625,0.240625,0.261875,0.263125,0.243125,0.2425,0.228125,0.194375,0.21375,0.23875,0.194375,0.184375,0.215,0.20125,0.218125,0.25,0.24,0.229375,0.2175,0.234375,0.233125,0.2275,0.23125,0.209375,0.210625,0.206875,0.188125,0.19625,0.208125,0.231875,0.218125,0.200625,0.254375,0.249375,0.245,0.2275,0.236875,0.225,0.246875,0.26,0.228125,0.221875,0.22875,0.221875,0.218125,0.21125,0.22125,0.233125,0.231875,0.23875,0.218125,0.2325,0.22125,0.205,0.229375,0.22875,0.213125,0.228125,0.224375,0.23875,0.24875,0.240625,0.2625,0.225,0.21,0.234375,0.23,0.2375,0.231875,0.195625,0.22,0.2125,0.21375,0.218125,0.2425,0.20625,0.218125,0.24,0.22,0.205625,0.210625,0.233125,0.226875,0.21125,0.245,0.236875,0.229375,0.22625,0.234375,0.233125,0.22125,0.245625,0.22625,0.2375,0.244375,0.22125,0.22125,0.22,0.236875,0.245,0.225,0.22125,0.19875,0.215,0.22875,0.225,0.2125,0.213125,0.19875,0.20125,0.186875,0.18375,0.181875,0.200625,0.189375,0.19375,0.195,0.20625,0.188125,0.234375,0.19875,0.199375,0.199375,0.205625,0.209375,0.188125,0.180625,0.193125,0.19,0.201875,0.19125,0.196875,0.236875,0.2025,0.2225,0.224375,0.2025,0.234375,0.218125,0.21,0.19625,0.190625,0.205625,0.20125
0.199375,0.196875,0.215625,0.22125,0.233125,0.23,0.22625,0.225,0.221875,0.221875,0.213125,0.2275,0.239375,0.24375,0.244375,0.225625,0.235,0.201875,0.215,0.2375,0.20875,0.205625,0.228125,0.22875,0.236875,0.25,0.254375,0.238125,0.226875,0.239375,0.235,0.22,0.234375,0.243125,0.22875,0.21875,0.21625,0.2175,0.233125,0.2325,0.226875,0.220625,0.26375,0.255,0.22625,0.22375,0.22875,0.206875,0.2275,0.218125,0.2175,0.208125,0.238125,0.23,0.193125,0.206875,0.2275,0.23625,0.2275,0.2125,0.209375,0.21375,0.223125,0.2025,0.224375,0.250625,0.24375,0.226875,0.22375,0.21,0.201875,0.196875,0.20375,0.203125,0.196875,0.203125,0.21875,0.22,0.224375,0.219375,0.20125,0.199375,0.194375,0.21625,0.216875,0.22625,0.223125,0.211875,0.205,0.191875,0.19625,0.21875,0.229375,0.218125,0.218125,0.223125,0.225625,0.21375,0.195,0.219375,0.213125,0.22,0.22875,0.214375,0.20875,0.1925,0.2225,0.213125,0.22,0.203125,0.223125,0.2275,0.185625,0.215625,0.215,0.22375,0.21375,0.2025,0.200625,0.225625,0.213125,0.206875,0.195625,0.223125,0.22625,0.211875,0.22875,0.224375,0.19375,0.211875,0.21625,0.218125,0.226875,0.21375,0.21875,0.1975,0.174375,0.18625,0.18875,0.185,0.208125,0.206875,0.21875,0.201875,0.218125,0.21875,0.245625,0.22625,0.21625,0.21375,0.206875,0.20125,0.223125,0.19875
0.19125,0.211875,0.235625,0.2275,0.226875,0.208125,0.22875,0.2225,0.22125,0.231875,0.220625,0.225,0.236875,0.220625,0.259375,0.24375,0.231875,0.2475,0.255,0.251875,0.24,0.230625,0.258125,0.246875,0.22875,0.26875,0.268125,0.225625,0.230625,0.24125,0.25375,0.2375,0.229375,0.238125,0.236875,0.22,0.219375,0.2225,0.233125,0.26,0.236875,0.2325,0.261875,0.27125,0.243125,0.236875,0.216875,0.206875,0.221875,0.23125,0.245625,0.23,0.225,0.22375,0.193125,0.195,0.218125,0.22375,0.21875,0.2175,0.200625,0.205625,0.220625,0.220625,0.2175,0.24875,0.233125,0.256875,0.239375,0.205625,0.23,0.213125,0.218125,0.226875,0.225625,0.218125,0.219375,0.220625,0.22625,0.24625,0.241875,0.236875,0.22375,0.21625,0.204375,0.2025,0.215,0.22625,0.21,0.20125,0.216875,0.220625,0.225,0.2075,0.20625,0.224375,0.23375,0.24625,0.236875,0.224375,0.226875,0.22875,0.245,0.225,0.20375,0.22125,0.2225,0.225625,0.211875,0.209375,0.224375,0.2275,0.2025,0.215625,0.23375,0.234375,0.221875,0.190625,0.198125,0.2075,0.22125,0.2025,0.210625,0.211875,0.185,0.18625,0.200625,0.205625,0.195,0.19375,0.209375,0.20375,0.194375,0.1975,0.18875,0.2075,0.1825,0.179375,0.1875,0.185,0.19625,0.205,0.201875,0.20625,0.224375,0.20875,0.2175,0.22,0.2125,0.2,0.205,0.18875,0.1925,0.194375
0.200625,0.215625,0.22125,0.2225,0.21,0.1925,0.221875,0.231875,0.225,0.23375,0.1975,0.22,0.22625,0.240625,0.23125,0.22375,0.22375,0.26125,0.2625,0.250625,0.240625,0.218125,0.21625,0.22,0.230625,0.233125,0.249375,0.215625,0.216875,0.25,0.221875,0.225625,0.228125,0.226875,0.2075,0.20625,0.185625,0.189375,0.2425,0.236875,0.20875,0.22875,0.24,0.23875,0.24625,0.23125,0.2175,0.2375,0.229375,0.23125,0.231875,0.219375,0.226875,0.22,0.205625,0.20375,0.22,0.20125,0.20125,0.229375,0.22375,0.22,0.24,0.218125,0.21,0.201875,0.203125,0.18875,0.205625,0.20625,0.22,0.1925,0.205625,0.21125,0.235,0.24375,0.215625,0.21625,0.225625,0.205625,0.22875,0.249375,0.250625,0.220625,0.203125,0.208125,0.219375,0.225,0.204375,0.193125,0.2025,0.2025,0.2075,0.225625,0.21625,0.20875,0.208125,0.2125,0.224375,0.2125,0.243125,0.2175,0.22875,0.219375,0.213125,0.208125,0.230625,0.22375,0.206875,0.226875,0.22625,0.21,0.203125,0.19875,0.21375,0.2225,0.206875,0.199375,0.209375,0.206875,0.20125,0.208125,0.2125,0.20625,0.191875,0.19125,0.18875,0.214375,0.19875,0.198125,0.1975,0.19125,0.1925,0.191875,0.211875,0.20125,0.195625,0.19,0.195625,0.209375,0.19875,0.215,0.215,0.209375,0.218125,0.190625,0.180625,0.17125,0.209375,0.225625,0.19875,0.18625,0.205,0.18125
0.216875,0.24125,0.2425,0.23,0.2425,0.23375,0.265625,0.278125,0.233125,0.24125,0.220625,0.205625,0.211875,0.214375,0.24875,0.231875,0.225625,0.23875,0.228125,0.235625,0.2325,0.230625,0.21875,0.22875,0.249375,0.226875,0.221875,0.22,0.196875,0.210625,0.185625,0.20125,0.2225,0.205625,0.215625,0.204375,0.185625,0.210625,0.216875,0.20625,0.214375,0.20875,0.2275,0.226875,0.250625,0.261875,0.22375,0.221875,0.221875,0.23875,0.23,0.201875,0.200625,0.213125,0.2125,0.19375,0.19875,0.219375,0.225625,0.2025,0.183125,0.186875,0.21625,0.18625,0.19125,0.19875,0.18625,0.189375,0.20875,0.206875,0.22875,0.215,0.2075,0.21,0.2225,0.223125,0.213125,0.20875,0.213125,0.194375,0.21875,0.23125,0.206875,0.20625,0.20125,0.198125,0.195,0.21125,0.190625,0.180625,0.2125,0.19375,0.194375,0.20375,0.209375,0.184375,0.174375,0.19875,0.21,0.200625,0.1875,0.195625,0.205,0.205625,0.18625,0.201875,0.210625,0.195625,0.1925,0.208125,0.21625,0.210625,0.22,0.211875,0.190625,0.1975,0.204375,0.208125,0.21125,0.194375,0.19375,0.209375,0.206875,0.186875,0.1875,0.2,0.186875,0.198125,0.188125,0.18125,0.196875,0.1775,0.179375,0.17125,0.193125,0.201875,0.2225,0.206875,0.1975,0.198125,0.20625,0.225,0.215625,0.21375,0.21625,0.206875,0.180625,0.2025,0.204375,0.215,0.19,0.208125,0.246875,0.22625
0.240625,0.24875,0.24875,0.231875,0.22625,0.226875,0.259375,0.264375,0.260625,0.250625,0.23125,0.2175,0.211875,0.205625,0.229375,0.265,0.22375,0.226875,0.214375,0.21125,0.21125,0.254375,0.24375,0.23,0.243125,0.25125,0.224375,0.215,0.205,0.211875,0.19375,0.19375,0.21875,0.22375,0.219375,0.215,0.21125,0.199375,0.211875,0.23,0.22375,0.198125,0.225625,0.244375,0.264375,0.249375,0.22375,0.223125,0.219375,0.233125,0.21125,0.214375,0.22125,0.20875,0.22,0.2025,0.229375,0.22625,0.221875,0.21,0.205625,0.2225,0.215,0.22,0.20375,0.2025,0.191875,0.198125,0.23125,0.201875,0.2125,0.225,0.209375,0.21625,0.2275,0.20875,0.21125,0.225625,0.220625,0.20875,0.2075,0.218125,0.22125,0.211875,0.19375,0.1925,0.18875,0.203125,0.189375,0.199375,0.206875,0.19875,0.191875,0.218125,0.24625,0.21375,0.198125,0.184375,0.208125,0.2275,0.20375,0.2025,0.201875,0.216875,0.20875,0.21,0.205625,0.1875,0.18875,0.210625,0.2175,0.1975,0.205,0.225625,0.209375,0.20375,0.183125,0.19625,0.2025,0.185625,0.19,0.2025,0.210625,0.185,0.170625,0.189375,0.170625,0.16625,0.191875,0.173125,0.178125,0.170625,0.1675,0.1775,0.213125,0.2175,0.223125,0.2125,0.20375,0.2,0.223125,0.235,0.2,0.210625,0.214375,0.195625,0.175625,0.191875,0.21375,0.18875,0.180625,0.19875,0.218125,0.225
0.214375,0.2025,0.215,0.221875,0.21625,0.219375,0.243125,0.26875,0.246875,0.243125,0.21375,0.223125,0.21,0.2275,0.270625,0.274375,0.2425,0.228125,0.243125,0.2225,0.23125,0.26375,0.23875,0.21,0.2125,0.214375,0.22375,0.21375,0.2175,0.23625,0.22875,0.21625,0.204375,0.23625,0.243125,0.224375,0.233125,0.24625,0.218125,0.2275,0.231875,0.21625,0.23875,0.25,0.25125,0.23625,0.243125,0.244375,0.233125,0.231875,0.22,0.22625,0.195,0.209375,0.21375,0.2175,0.235625,0.225,0.226875,0.234375,0.225,0.221875,0.22,0.225625,0.20125,0.22625,0.229375,0.240625,0.245,0.244375,0.21875,0.214375,0.215,0.23375,0.22875,0.22875,0.20625,0.26375,0.238125,0.215625,0.21,0.198125,0.229375,0.231875,0.2175,0.2325,0.21875,0.205625,0.195,0.20375,0.2175,0.225,0.199375,0.203125,0.230625,0.21625,0.195625,0.1875,0.198125,0.22125,0.243125,0.208125,0.194375,0.209375,0.2375,0.218125,0.186875,0.194375,0.203125,0.199375,0.1875,0.203125,0.230625,0.215,0.195625,0.185625,0.18375,0.184375,0.17875,0.183125,0.18125,0.215,0.226875,0.20375,0.180625,0.1825,0.185625,0.185,0.181875,0.171875,0.17125,0.17,0.181875,0.215625,0.203125,0.206875,0.219375,0.218125,0.204375,0.213125,0.20875,0.210625,0.174375,0.195,0.226875,0.2025,0.206875,0.194375,0.206875,0.21,0.190625,0.219375,0.2,0.22125
0.191875,0.18625,0.199375,0.2,0.233125,0.236875,0.22375,0.2275,0.214375,0.229375,0.234375,0.21875,0.21625,0.22125,0.240625,0.245,0.259375,0.226875,0.22625,0.234375,0.23625,0.27,0.22875,0.21375,0.208125,0.2075,0.205625,0.205,0.21125,0.2275,0.225625,0.226875,0.220625,0.205,0.194375,0.191875,0.210625,0.23125,0.2125,0.20625,0.210625,0.2175,0.234375,0.214375,0.228125,0.229375,0.2325,0.216875,0.23,0.23,0.230625,0.21,0.1975,0.19625,0.21,0.21375,0.2275,0.22,0.208125,0.20125,0.183125,0.19,0.2,0.2125,0.208125,0.215,0.224375,0.2125,0.215625,0.230625,0.215,0.22625,0.215625,0.22,0.235,0.241875,0.235625,0.1975,0.2125,0.213125,0.24,0.206875,0.2125,0.206875,0.199375,0.205,0.190625,0.2,0.19875,0.201875,0.20125,0.196875,0.20125,0.17875,0.199375,0.20375,0.18375,0.193125,0.1975,0.193125,0.215625,0.198125,0.208125,0.185625,0.190625,0.2,0.201875,0.18875,0.1975,0.22875,0.21875,0.205625,0.2075,0.18625,0.19125,0.1975,0.190625,0.1975,0.188125,0.21,0.20375,0.22,0.215625,0.19875,0.21875,0.221875,0.22375,0.198125,0.1875,0.2025,0.178125,0.189375,0.200625,0.2275,0.2075,0.200625,0.19625,0.199375,0.211875,0.2175,0.184375,0.20125,0.195625,0.191875,0.205625,0.2025,0.1875,0.210625,0.213125,0.211875,0.200625,0.211875,0.21,0.2025
